value,variable
151.171,specific
151.181,specific
151.274,specific
151.306,specific
151.389,specific
152.034,specific
152.062,specific
152.067,specific
152.586,specific
153.312,specific
153.367,specific
153.711,specific
153.968,specific
154.354,specific
154.78,specific
154.972,specific
155.744,specific
155.877,specific
157.359,specific
157.8,specific
157.993,specific
158.802,specific
159.072,specific
159.074,specific
161.23,specific
163.499,specific
163.627,specific
163.833,specific
163.864,specific
164.253,specific
165.173,specific
165.302,specific
165.455,specific
166.022,specific
167.283,specific
167.723,specific
168.138,specific
168.828,specific
169.214,specific
169.347,specific
171.197,specific
171.561,specific
171.924,specific
172.407,specific
172.559,specific
172.561,specific
173.019,specific
174.441,specific
175.184,specific
175.531,specific
175.687,specific
176.415,specific
176.706,specific
177.298,specific
178.315,specific
178.591,specific
178.979,specific
179.967,specific
180.788,specific
181.082,specific
181.658,specific
182.263,specific
182.639,specific
182.683,specific
182.869,specific
183.235,specific
183.339,specific
184.001,specific
185.676,specific
185.684,specific
185.73,specific
186.04,specific
186.079,specific
186.184,specific
187.207,specific
187.299,specific
187.984,specific
188.536,specific
188.554,specific
189.039,specific
189.138,specific
189.995,specific
190.487,specific
191.479,specific
192.178,specific
192.27,specific
192.526,specific
193.78,specific
193.959,specific
194.065,specific
194.85,specific
196.099,specific
196.187,specific
196.493,specific
197.576,specific
198.379,specific
198.991,specific
199.764,specific
200.201,specific
200.292,specific
200.361,specific
200.713,specific
201.553,specific
201.776,specific
202.519,specific
203.262,specific
204,specific
204.434,specific
204.532,specific
205.612,specific
205.877,specific
205.915,specific
206.95,specific
207.161,specific
207.199,specific
207.424,specific
210.664,specific
211.055,specific
211.704,specific
212.504,specific
212.674,specific
212.82,specific
213.549,specific
213.653,specific
213.776,specific
215.527,specific
215.547,specific
216.167,specific
216.626,specific
216.92,specific
216.931,specific
217.07,specific
217.198,specific
218.099,specific
218.218,specific
219.042,specific
219.138,specific
220.738,specific
221.849,specific
222.328,specific
222.464,specific
223.827,specific
224.688,specific
226.082,specific
226.679,specific
227.855,specific
228.14,specific
228.431,specific
228.575,specific
229.801,specific
230.674,specific
230.75,specific
230.753,specific
230.791,specific
231.167,specific
231.861,specific
231.989,specific
231.991,specific
232.197,specific
232.733,specific
233.12,specific
233.708,specific
233.947,specific
234.994,specific
236.186,specific
236.767,specific
237.29,specific
237.72,specific
237.857,specific
238.579,specific
240.722,specific
241.94,specific
241.966,specific
243.069,specific
243.157,specific
246.883,specific
246.915,specific
248.594,specific
248.672,specific
249.01,specific
249.236,specific
249.813,specific
250.968,specific
251.194,specific
251.429,specific
251.526,specific
254.03,specific
254.332,specific
254.49,specific
256.875,specific
257.697,specific
258.698,specific
258.985,specific
259.545,specific
259.927,specific
259.946,specific
260.732,specific
260.871,specific
260.924,specific
262.266,specific
262.475,specific
263.606,specific
263.674,specific
264.766,specific
265.193,specific
266.809,specific
267.618,specific
267.956,specific
268.393,specific
271.504,specific
272.225,specific
272.281,specific
272.674,specific
273.214,specific
274.838,specific
275.107,specific
275.659,specific
275.796,specific
276.891,specific
276.95,specific
277.314,specific
278.478,specific
278.99,specific
281.111,specific
281.802,specific
282.73,specific
284.267,specific
284.339,specific
284.369,specific
285.368,specific
285.466,specific
285.719,specific
286.85,specific
289.822,specific
289.977,specific
290.003,specific
290.838,specific
291.054,specific
291.67,specific
291.989,specific
293.616,specific
293.745,specific
294.327,specific
295.333,specific
295.931,specific
296.505,specific
297.624,specific
298.884,specific
298.904,specific
299.64,specific
300.109,specific
300.832,specific
301.173,specific
302.185,specific
302.275,specific
303.948,specific
304.421,specific
304.856,specific
305.367,specific
305.49,specific
305.657,specific
305.69,specific
306.675,specific
306.798,specific
308.9,specific
309.046,specific
311.242,specific
312.343,specific
312.524,specific
313.715,specific
313.96,specific
314.197,specific
314.956,specific
315.324,specific
315.794,specific
315.847,specific
317.341,specific
318.359,specific
320.073,specific
321.399,specific
321.935,specific
322.124,specific
323.144,specific
323.379,specific
324.212,specific
325.478,specific
325.95,specific
326.912,specific
327.869,specific
328.003,specific
328.415,specific
329.028,specific
329.528,specific
330.585,specific
331.753,specific
332.497,specific
332.655,specific
333.101,specific
333.865,specific
334.399,specific
337.785,specific
338.321,specific
338.897,specific
342.287,specific
343.332,specific
343.654,specific
343.963,specific
344.142,specific
344.733,specific
345.526,specific
346.386,specific
346.695,specific
347.853,specific
348.263,specific
348.864,specific
349.88,specific
350.099,specific
350.84,specific
351.443,specific
352.24,specific
353.802,specific
355.808,specific
355.91,specific
356.062,specific
356.959,specific
357.408,specific
357.443,specific
360.001,specific
360.563,specific
362.624,specific
363.267,specific
363.585,specific
363.655,specific
363.766,specific
364.107,specific
365.179,specific
365.264,specific
365.7,specific
365.879,specific
368.374,specific
368.711,specific
369.382,specific
371.028,specific
372.275,specific
373.592,specific
374.59,specific
375.913,specific
378.243,specific
379.525,specific
380.139,specific
380.262,specific
381.506,specific
382.392,specific
383.115,specific
384.681,specific
385.468,specific
386.084,specific
386.159,specific
386.659,specific
387.617,specific
388.287,specific
390.904,specific
391.204,specific
394.159,specific
394.95,specific
395.036,specific
395.119,specific
397.078,specific
397.634,specific
399.21,specific
399.377,specific
399.644,specific
399.733,specific
401.593,specific
403.889,specific
404.038,specific
404.358,specific
404.712,specific
405.013,specific
405.017,specific
406.863,specific
408.033,specific
408.122,specific
408.252,specific
408.787,specific
409.517,specific
409.693,specific
411.069,specific
411.856,specific
412.245,specific
412.806,specific
413.039,specific
413.648,specific
415.531,specific
416.123,specific
417.321,specific
418.816,specific
419.906,specific
421.876,specific
425.212,specific
426.22,specific
426.294,specific
427.734,specific
428.304,specific
428.93,specific
429.597,specific
432.258,specific
433.435,specific
433.548,specific
434.901,specific
436.082,specific
436.287,specific
437.176,specific
438.089,specific
438.159,specific
439.668,specific
440.597,specific
441.578,specific
441.776,specific
442.188,specific
443.513,specific
443.615,specific
444.469,specific
444.916,specific
445.279,specific
446.261,specific
446.269,specific
447.929,specific
448.021,specific
448.801,specific
449.15,specific
449.994,specific
450.73,specific
452.159,specific
452.659,specific
453.961,specific
453.99,specific
454.514,specific
455.535,specific
455.801,specific
455.997,specific
456.038,specific
456.11,specific
456.926,specific
457.547,specific
457.79,specific
458.894,specific
460.405,specific
463.332,specific
466.019,specific
466.506,specific
467.048,specific
468.669,specific
468.968,specific
469.123,specific
469.392,specific
470.72,specific
471.535,specific
476.815,specific
478.642,specific
479.937,specific
481.655,specific
481.765,specific
481.974,specific
482.212,specific
485.529,specific
486.334,specific
487.511,specific
489.491,specific
490.416,specific
491.385,specific
492.449,specific
492.65,specific
493.131,specific
494.023,specific
494.815,specific
497.353,specific
497.943,specific
498.291,specific
498.706,specific
498.709,specific
499.253,specific
499.878,specific
500.077,specific
500.281,specific
501.669,specific
502.078,specific
502.235,specific
503.151,specific
504.963,specific
505.794,specific
508.159,specific
508.21,specific
511.875,specific
512.865,specific
513.069,specific
513.362,specific
514.389,specific
515.737,specific
515.787,specific
517.595,specific
521.669,specific
523.336,specific
524.065,specific
524.397,specific
526.546,specific
527.88,specific
528.172,specific
529.87,specific
529.974,specific
530.229,specific
530.401,specific
530.517,specific
531.287,specific
534.146,specific
535.453,specific
536.053,specific
537.136,specific
538.696,specific
538.743,specific
539.85,specific
541.094,specific
542.047,specific
542.397,specific
542.438,specific
542.688,specific
542.841,specific
543.151,specific
543.246,specific
543.634,specific
545.131,specific
550.248,specific
552.478,specific
552.643,specific
552.658,specific
552.683,specific
552.759,specific
554.616,specific
555.919,specific
556.686,specific
557.006,specific
560.674,specific
561.579,specific
562.723,specific
563.644,specific
564.226,specific
566.836,specific
567.29,specific
567.298,specific
568.08,specific
571.164,specific
571.538,specific
572.919,specific
574.85,specific
575.242,specific
575.765,specific
576.398,specific
577.06,specific
577.158,specific
578.915,specific
579.078,specific
579.268,specific
579.811,specific
580.315,specific
581.6,specific
582.481,specific
583.729,specific
584.174,specific
585.119,specific
586.689,specific
587.788,specific
587.845,specific
588.607,specific
589.398,specific
590.227,specific
590.778,specific
591.49,specific
593.899,specific
597.788,specific
599.642,specific
600.27,specific
604.098,specific
604.357,specific
605.033,specific
607.075,specific
608.293,specific
608.65,specific
609.328,specific
609.614,specific
610.044,specific
611.226,specific
611.684,specific
611.726,specific
612.344,specific
613.127,specific
613.421,specific
613.551,specific
615.049,specific
615.075,specific
616.165,specific
616.174,specific
616.474,specific
617.354,specific
621.092,specific
622.845,specific
625.566,specific
625.656,specific
626.534,specific
626.984,specific
630.636,specific
630.703,specific
633.775,specific
633.985,specific
634.198,specific
635.037,specific
635.809,specific
636.663,specific
637.012,specific
638.356,specific
639.74,specific
640.418,specific
642.11,specific
643.178,specific
644.013,specific
645.564,specific
646.203,specific
646.746,specific
648.097,specific
648.231,specific
648.319,specific
649.437,specific
649.792,specific
652.633,specific
656.738,specific
656.865,specific
657.361,specific
658.764,specific
659.415,specific
659.465,specific
660.001,specific
661.624,specific
661.651,specific
664.181,specific
666.226,specific
666.963,specific
668.162,specific
671.711,specific
671.743,specific
673.887,specific
674.294,specific
674.949,specific
677.565,specific
678.161,specific
678.561,specific
678.714,specific
678.919,specific
680.124,specific
681.483,specific
684.429,specific
686.554,specific
686.92,specific
688.786,specific
688.87,specific
689.742,specific
690.192,specific
690.197,specific
690.523,specific
691.113,specific
691.169,specific
691.729,specific
695.815,specific
696.553,specific
697.264,specific
697.919,specific
699.458,specific
699.583,specific
700.01,specific
700.08,specific
700.699,specific
701.959,specific
702.171,specific
703.241,specific
704.195,specific
707.166,specific
708.111,specific
713.096,specific
713.243,specific
713.585,specific
713.736,specific
714.145,specific
714.355,specific
714.741,specific
715.719,specific
716.727,specific
718.454,specific
720.568,specific
720.985,specific
723.433,specific
725.2,specific
727.954,specific
732.744,specific
732.777,specific
734.58,specific
736.388,specific
738.031,specific
739.924,specific
740.383,specific
740.451,specific
741.681,specific
742.258,specific
743.294,specific
743.953,specific
744.881,specific
745.096,specific
745.173,specific
745.242,specific
745.711,specific
745.885,specific
746.266,specific
747.151,specific
748.009,specific
748.245,specific
749.584,specific
749.702,specific
750.788,specific
752.962,specific
754.04,specific
754.165,specific
755.187,specific
757.507,specific
759.308,specific
759.687,specific
761.549,specific
763.475,specific
764.238,specific
764.243,specific
764.61,specific
768.265,specific
768.652,specific
773.036,specific
775.41,specific
775.682,specific
776.1,specific
778.787,specific
782.504,specific
783.459,specific
783.589,specific
785.304,specific
786.122,specific
786.817,specific
789.983,specific
793.962,specific
795.215,specific
795.219,specific
795.347,specific
797.156,specific
798.367,specific
799.106,specific
801.052,specific
803.087,specific
803.158,specific
803.727,specific
803.931,specific
806.21,specific
807.061,specific
809.267,specific
809.292,specific
810.217,specific
810.778,specific
813.08,specific
814.137,specific
814.437,specific
814.62,specific
815.817,specific
815.858,specific
819.501,specific
819.549,specific
821.523,specific
821.715,specific
822.559,specific
829.084,specific
829.281,specific
836.667,specific
838.54,specific
838.658,specific
840.171,specific
841.845,specific
845.421,specific
848.835,specific
850.717,specific
850.851,specific
851.649,specific
852.441,specific
853.864,specific
856.227,specific
863.821,specific
875.852,specific
876.315,specific
877.058,specific
879.122,specific
879.361,specific
880.364,specific
883.133,specific
884.518,specific
884.885,specific
886.764,specific
889.963,specific
889.996,specific
891.272,specific
891.955,specific
893.071,specific
895.509,specific
899.274,specific
900.478,specific
902.579,specific
902.696,specific
902.811,specific
904.226,specific
906.459,specific
909.617,specific
911.661,specific
913.543,specific
918.423,specific
919.307,specific
922.026,specific
922.702,specific
922.753,specific
922.981,specific
926.069,specific
929.759,specific
931.227,specific
932.188,specific
936.652,specific
938.734,specific
939.555,specific
944.246,specific
946.377,specific
947.827,specific
948.762,specific
955.315,specific
955.749,specific
955.907,specific
957.78,specific
959.626,specific
962.275,specific
962.605,specific
962.922,specific
963.189,specific
970.763,specific
971.893,specific
974.961,specific
978.015,specific
979.668,specific
985.875,specific
988.236,specific
988.559,specific
989.065,specific
989.746,specific
990.196,specific
994.634,specific
996.033,specific
997.117,specific
997.246,specific
1003.847,specific
1009.336,specific
1010.884,specific
1015.209,specific
1015.495,specific
1016.361,specific
1019.034,specific
1019.705,specific
1023.265,specific
1027.773,specific
1027.84,specific
1030.068,specific
1033.861,specific
1037.994,specific
1040.704,specific
1042.369,specific
1042.543,specific
1045.923,specific
1047.682,specific
1047.984,specific
1055.928,specific
1056.292,specific
1058.027,specific
1062.838,specific
1062.958,specific
1070.689,specific
1076.32,specific
1077.129,specific
1077.789,specific
1080.179,specific
1081.063,specific
1084.264,specific
1089.612,specific
1092.067,specific
1094.739,specific
1094.87,specific
1095.007,specific
1095.159,specific
1097.01,specific
1097.473,specific
1099.585,specific
1103.942,specific
1109.828,specific
1109.954,specific
1112.106,specific
1112.518,specific
1113.084,specific
1115.987,specific
1121.673,specific
1121.907,specific
1126.079,specific
1132.949,specific
1133.838,specific
1135.254,specific
1137.425,specific
1137.432,specific
1138.23,specific
1142.119,specific
1142.786,specific
1145.624,specific
1146.069,specific
1149.707,specific
1152.195,specific
1153.581,specific
1157.006,specific
1158.799,specific
1162.909,specific
1167.647,specific
1172.495,specific
1179.678,specific
1182.173,specific
1182.248,specific
1184.324,specific
1187.487,specific
1188.24,specific
1188.326,specific
1190.533,specific
1191.419,specific
1191.882,specific
1193.452,specific
1193.795,specific
1194.328,specific
1195.242,specific
1195.384,specific
1195.889,specific
1197.249,specific
1203.657,specific
1204.025,specific
1205.316,specific
1206.369,specific
1207.627,specific
1209.298,specific
1212.951,specific
1213.35,specific
1214.474,specific
1216.587,specific
1219.295,specific
1224.002,specific
1224.472,specific
1225.084,specific
1242.153,specific
1242.461,specific
1243.606,specific
1247.875,specific
1249.107,specific
1251.927,specific
1253,specific
1253.632,specific
1253.809,specific
1254.922,specific
1257.923,specific
1259.743,specific
1272.212,specific
1273.787,specific
1276.934,specific
1278.219,specific
1280.198,specific
1284.118,specific
1284.656,specific
1286.53,specific
1287.345,specific
1288.829,specific
1289.325,specific
1294.895,specific
1296.569,specific
1299.768,specific
1301.547,specific
1303.883,specific
1307.182,specific
1309.841,specific
1311.15,specific
1311.207,specific
1312.206,specific
1312.679,specific
1315.147,specific
1324.881,specific
1325.388,specific
1329.564,specific
1333.843,specific
1334.692,specific
1342.158,specific
1342.8,specific
1343.269,specific
1349.061,specific
1350.248,specific
1350.993,specific
1351.911,specific
1352.52,specific
1364.602,specific
1370.766,specific
1370.997,specific
1375.843,specific
1382.4,specific
1387.318,specific
1405.629,specific
1409.912,specific
1412.884,specific
1415.65,specific
1417.271,specific
1417.606,specific
1421.286,specific
1421.441,specific
1429.236,specific
1435.041,specific
1436.158,specific
1439.388,specific
1449.442,specific
1452.529,specific
1453.507,specific
1454.484,specific
1456.809,specific
1459.023,specific
1463.512,specific
1468.922,specific
1472.991,specific
1476.901,specific
1484.436,specific
1485.026,specific
1486.149,specific
1489.253,specific
1500.069,specific
1505.361,specific
1505.504,specific
1506.472,specific
1508.873,specific
1511.361,specific
1512.524,specific
1514.497,specific
1522.521,specific
1529.031,specific
1531.551,specific
1533.532,specific
1540.405,specific
1549.714,specific
1553.588,specific
1554.698,specific
1554.93,specific
1555.527,specific
1556.024,specific
1564.03,specific
1576.611,specific
1581.106,specific
1582.01,specific
1583.229,specific
1592.397,specific
1592.509,specific
1595.068,specific
1599.236,specific
1608.689,specific
1608.778,specific
1611.222,specific
1613.076,specific
1619.454,specific
1622.663,specific
1628.429,specific
1631.441,specific
1634.006,specific
1636.065,specific
1637.978,specific
1638.168,specific
1642.269,specific
1643.838,specific
1649.032,specific
1655.675,specific
1656.024,specific
1661.049,specific
1666.386,specific
1666.473,specific
1674.271,specific
1676.523,specific
1677.686,specific
1688.627,specific
1689.681,specific
1690.047,specific
1690.52,specific
1692.993,specific
1699.601,specific
1701.493,specific
1702.973,specific
1709.776,specific
1723.303,specific
1728.257,specific
1730.753,specific
1736.355,specific
1738.113,specific
1742.126,specific
1749.026,specific
1752.837,specific
1755.935,specific
1758.677,specific
1759.461,specific
1768.623,specific
1775.536,specific
1781.759,specific
1785.12,specific
1790.631,specific
1795.542,specific
1798.107,specific
1805.18,specific
1806.998,specific
1811.757,specific
1814.454,specific
1815.884,specific
1833.136,specific
1833.756,specific
1843.254,specific
1843.717,specific
1846.331,specific
1850.904,specific
1856.909,specific
1862.19,specific
1865.958,specific
1866.955,specific
1869.912,specific
1875.772,specific
1877.456,specific
1879.553,specific
1881.32,specific
1882.623,specific
1884.616,specific
1888.489,specific
1889.001,specific
1901.63,specific
1901.972,specific
1905.121,specific
1905.275,specific
1905.424,specific
1908.096,specific
1914.24,specific
1920.088,specific
1940.528,specific
1945.992,specific
1947.078,specific
1950.335,specific
1953.283,specific
1955.267,specific
1963.125,specific
1977.995,specific
1984.502,specific
1994.69,specific
2002.877,specific
2003.906,specific
2009.524,specific
2013.176,specific
2037.821,specific
2046.227,specific
2051.514,specific
2055.268,specific
2088.509,specific
2093.712,specific
2099.762,specific
2104.849,specific
2117.078,specific
2124.945,specific
2142.353,specific
2142.54,specific
2143.147,specific
2144.903,specific
2147.525,specific
2149.179,specific
2154.235,specific
2155.434,specific
2166.975,specific
2170.301,specific
2170.485,specific
2172.103,specific
2174.772,specific
2182.328,specific
2183.857,specific
2185.956,specific
2192.871,specific
2200.287,specific
2215.828,specific
2217.926,specific
2229.831,specific
2230.919,specific
2231.424,specific
2235.742,specific
2235.775,specific
2240.699,specific
2241.481,specific
2242.588,specific
2243.747,specific
2259.961,specific
2262.027,specific
2273.096,specific
2275.621,specific
2278.178,specific
2279.413,specific
2280.669,specific
2307.294,specific
2327.099,specific
2331.538,specific
2332.48,specific
2339.77,specific
2358.068,specific
2364.513,specific
2365.457,specific
2369.081,specific
2381.92,specific
2386.872,specific
2390.521,specific
2404.179,specific
2441.205,specific
2452.074,specific
2452.215,specific
2453.297,specific
2454.284,specific
2473.467,specific
2476.7,specific
2487.543,specific
2488.819,specific
2501.651,specific
2508.349,specific
2510.376,specific
2525.892,specific
2543.032,specific
2543.293,specific
2566.905,specific
2604.988,specific
2608.29,specific
2650.213,specific
2655.621,specific
2665.851,specific
2666.522,specific
2686.042,specific
2696.977,specific
2706.264,specific
2714.129,specific
2718.981,specific
2722.47,specific
2732.486,specific
2737.817,specific
2813.516,specific
2848.854,specific
2853.457,specific
2853.884,specific
2870.239,specific
2940.746,specific
2942.579,specific
2951.337,specific
2970.995,specific
3032.018,specific
3036.773,specific
3054.858,specific
3059.204,specific
3063.508,specific
3073.826,specific
3077.687,specific
3078.272,specific
3083.5,specific
3095.725,specific
3103.987,specific
3118.161,specific
3127.054,specific
3181.304,specific
3214.575,specific
3217.659,specific
3230.267,specific
3252.395,specific
3266.531,specific
3287.478,specific
3316.1,specific
3318.432,specific
3326.445,specific
3341.507,specific
3355.334,specific
3381.688,specific
3402.775,specific
3427.064,specific
3444.883,specific
3485.26,specific
3515.448,specific
3524.88,specific
3560.647,specific
3577.594,specific
3586.716,specific
3603.828,specific
3688.478,specific
3706.956,specific
3710.945,specific
3734.509,specific
3744.681,specific
3747.272,specific
3778.705,specific
3810.957,specific
3819.121,specific
3863.994,specific
3865.424,specific
3882.507,specific
3888.032,specific
3918.775,specific
3927.718,specific
3942.512,specific
3945.766,specific
3951.588,specific
4000.908,specific
4012.026,specific
4024.723,specific
4073.97,specific
4075.372,specific
4103.309,specific
4129.529,specific
4162.422,specific
4162.546,specific
4178.772,specific
4225.275,specific
4230.942,specific
4275.126,specific
4312.19,specific
4335.122,specific
4352.887,specific
4389.006,specific
4406.539,specific
4429.582,specific
4445.955,specific
4502.454,specific
4502.564,specific
4560.216,specific
4562.182,specific
4574.504,specific
4691.85,specific
4715.193,specific
4715.837,specific
4932.083,specific
4935.864,specific
5041.577,specific
5090.704,specific
5155.41,specific
5196.683,specific
5206.574,specific
5215.378,specific
5232.515,specific
5440.264,specific
5535.088,specific
5554.877,specific
5572.838,specific
5582.136,specific
5635.869,specific
5686.398,specific
5719.923,specific
5731.92,specific
5772.072,specific
5787.082,specific
5817.239,specific
6053.16,specific
6171.857,specific
6260.286,specific
6302.166,specific
6316.32,specific
6381.982,specific
6467.874,specific
6528.641,specific
6552.668,specific
6612.722,specific
6696.37,specific
6725.158,specific
6972.382,specific
6977.35,specific
7081.669,specific
7243.296,specific
7264.432,specific
7340.328,specific
7540.397,specific
7566.377,specific
7634.23,specific
7688.803,specific
7737.731,specific
7771.026,specific
7800.017,specific
7814.436,specific
7965.006,specific
8001.504,specific
8229.247,specific
8418.225,specific
8554.578,specific
9264.444,specific
9269.759,specific
9279.538,specific
9341.967,specific
9587.468,specific
9975.681,specific
10636.273,specific
10639.746,specific
10805.933,specific
11332.59,specific
12149.735,specific
12324.465,specific
12758.108,specific
13300.988,specific
13614.872,specific
13974.645,specific
14572.152,specific
15419.14,specific
15990.982,specific
21238.167,specific
24857.593,specific
51660.711,specific
